code	lut_i32	sample14
15430	4021	1005
15431	4021	1005
15432	4021	1005
15433	4021	1005
15434	4021	1005
15435	4021	1005
15436	4021	1005
15437	4021	1005
15438	4021	1005
15439	4021	1005
15440	4021	1005
15441	4021	1005
15442	4021	1005
15443	4021	1005
15444	4021	1005
15445	4021	1005
15446	4021	1005
15447	4021	1005
15448	4021	1005
15449	4021	1005
15450	4021	1005
15451	4021	1005
15452	4021	1005
15453	4021	1005
15454	4021	1005
15455	4021	1005
15456	4021	1005
15457	4021	1005
15458	4021	1005
15459	4021	1005
15460	4021	1005
15461	4021	1005
15462	4021	1005
15463	4021	1005
15464	4021	1005
15465	4021	1005
15466	4021	1005
15467	4021	1005
15468	4022	1006
15469	4022	1006
15470	4022	1006
15471	4022	1006
15472	4022	1006
15473	4022	1006
15474	4022	1006
15475	4022	1006
15476	4022	1006
15477	4022	1006
15478	4022	1006
15479	4022	1006
15480	4022	1006
15481	4022	1006
15482	4022	1006
15483	4022	1006
15484	4022	1006
15485	4022	1006
15486	4022	1006
15487	4022	1006
15488	4022	1006
15489	4022	1006
15490	4022	1006
15491	4022	1006
15492	4022	1006
15493	4022	1006
15494	4022	1006
15495	4022	1006
15496	4022	1006
15497	4022	1006
15498	4022	1006
15499	4022	1006
15500	4022	1006
15501	4022	1006
15502	4022	1006
15503	4022	1006
15504	4022	1006
15505	4022	1006
15506	4022	1006
15507	4022	1006
15508	4022	1006
15509	4022	1006
15510	4022	1006
15511	4022	1006
15512	4023	1006
15513	4023	1006
15514	4023	1006
15515	4023	1006
15516	4023	1006
15517	4023	1006
15518	4023	1006
15519	4023	1006
15520	4023	1006
15521	4023	1006
15522	4023	1006
15523	4023	1006
15524	4023	1006
15525	4023	1006
15526	4023	1006
15527	4023	1006
15528	4023	1006
15529	4023	1006
15530	4023	1006
15531	4023	1006
15532	4023	1006
15533	4023	1006
15534	4023	1006
15535	4023	1006
15536	4023	1006
15537	4023	1006
15538	4023	1006
15539	4023	1006
15540	4023	1006
15541	4023	1006
15542	4023	1006
15543	4023	1006
15544	4023	1006
15545	4023	1006
15546	4023	1006
15547	4023	1006
15548	4023	1006
15549	4023	1006
15550	4023	1006
15551	4023	1006
15552	4023	1006
15553	4023	1006
15554	4023	1006
15555	4023	1006
15556	4024	1006
15557	4024	1006
15558	4024	1006
15559	4024	1006
15560	4024	1006
15561	4024	1006
15562	4024	1006
15563	4024	1006
15564	4024	1006
15565	4024	1006
15566	4024	1006
15567	4024	1006
15568	4024	1006
15569	4024	1006
15570	4024	1006
15571	4024	1006
15572	4024	1006
15573	4024	1006
15574	4024	1006
15575	4024	1006
15576	4024	1006
15577	4024	1006
15578	4024	1006
15579	4024	1006
15580	4024	1006
15581	4024	1006
15582	4024	1006
15583	4024	1006
15584	4024	1006
15585	4024	1006
15586	4024	1006
15587	4024	1006
15588	4024	1006
15589	4024	1006
15590	4024	1006
15591	4024	1006
15592	4024	1006
15593	4024	1006
15594	4024	1006
15595	4024	1006
15596	4024	1006
15597	4024	1006
15598	4024	1006
15599	4024	1006
15600	4025	1006
15601	4025	1006
15602	4025	1006
15603	4025	1006
15604	4025	1006
15605	4025	1006
15606	4025	1006
15607	4025	1006
15608	4025	1006
15609	4025	1006
15610	4025	1006
15611	4025	1006
15612	4025	1006
15613	4025	1006
15614	4025	1006
15615	4025	1006
15616	4025	1006
15617	4025	1006
15618	4025	1006
15619	4025	1006
15620	4025	1006
15621	4025	1006
15622	4025	1006
15623	4025	1006
15624	4025	1006
15625	4025	1006
15626	4025	1006
15627	4025	1006
15628	4025	1006
15629	4025	1006
15630	4025	1006
15631	4025	1006
15632	4025	1006
15633	4025	1006
15634	4025	1006
15635	4025	1006
15636	4025	1006
15637	4025	1006
15638	4025	1006
15639	4025	1006
15640	4025	1006
15641	4025	1006
15642	4025	1006
15643	4026	1007
15644	4026	1007
15645	4026	1007
15646	4026	1007
15647	4026	1007
15648	4026	1007
15649	4026	1007
15650	4026	1007
15651	4026	1007
15652	4026	1007
15653	4026	1007
15654	4026	1007
15655	4026	1007
15656	4026	1007
15657	4026	1007
15658	4026	1007
15659	4026	1007
15660	4026	1007
15661	4026	1007
15662	4026	1007
15663	4026	1007
15664	4026	1007
15665	4026	1007
15666	4026	1007
15667	4026	1007
15668	4026	1007
15669	4026	1007
15670	4026	1007
15671	4026	1007
15672	4026	1007
15673	4026	1007
15674	4026	1007
15675	4026	1007
15676	4026	1007
15677	4026	1007
15678	4026	1007
15679	4026	1007
15680	4026	1007
15681	4026	1007
15682	4026	1007
15683	4026	1007
15684	4026	1007
15685	4026	1007
15686	4026	1007
15687	4026	1007
15688	4026	1007
15689	4026	1007
15690	4026	1007
15691	4026	1007
15692	4026	1007
15693	4026	1007
15694	4026	1007
15695	4026	1007
15696	4026	1007
15697	4026	1007
15698	4026	1007
15699	4026	1007
15700	4026	1007
15701	4026	1007
15702	4026	1007
15703	4026	1007
15704	4026	1007
15705	4026	1007
15706	4026	1007
15707	4026	1007
15708	4026	1007
15709	4026	1007
15710	4026	1007
15711	4027	1007
15712	4027	1007
15713	4027	1007
15714	4027	1007
15715	4027	1007
15716	4027	1007
15717	4027	1007
15718	4027	1007
15719	4027	1007
15720	4027	1007
15721	4027	1007
15722	4027	1007
15723	4027	1007
15724	4027	1007
15725	4027	1007
15726	4027	1007
15727	4027	1007
15728	4027	1007
15729	4027	1007
15730	4027	1007
15731	4027	1007
15732	4027	1007
15733	4027	1007
15734	4027	1007
15735	4027	1007
15736	4027	1007
15737	4027	1007
15738	4027	1007
15739	4027	1007
15740	4027	1007
15741	4027	1007
15742	4027	1007
15743	4027	1007
15744	4027	1007
15745	4027	1007
15746	4027	1007
15747	4027	1007
15748	4027	1007
15749	4027	1007
15750	4027	1007
15751	4027	1007
15752	4027	1007
15753	4027	1007
15754	4027	1007
15755	4027	1007
15756	4027	1007
15757	4027	1007
15758	4027	1007
15759	4027	1007
15760	4027	1007
15761	4027	1007
15762	4027	1007
15763	4027	1007
15764	4027	1007
15765	4027	1007
15766	4027	1007
15767	4027	1007
15768	4027	1007
15769	4027	1007
15770	4027	1007
15771	4027	1007
15772	4027	1007
15773	4027	1007
15774	4027	1007
15775	4027	1007
15776	4027	1007
15777	4027	1007
15778	4028	1007
15779	4028	1007
15780	4028	1007
15781	4028	1007
15782	4028	1007
15783	4028	1007
15784	4028	1007
15785	4028	1007
15786	4028	1007
15787	4028	1007
15788	4028	1007
15789	4028	1007
15790	4028	1007
15791	4028	1007
15792	4028	1007
15793	4028	1007
15794	4028	1007
15795	4028	1007
15796	4028	1007
15797	4028	1007
15798	4028	1007
15799	4028	1007
15800	4028	1007
15801	4028	1007
15802	4028	1007
15803	4028	1007
15804	4028	1007
15805	4028	1007
15806	4028	1007
15807	4028	1007
15808	4028	1007
15809	4028	1007
15810	4028	1007
15811	4028	1007
15812	4028	1007
15813	4028	1007
15814	4028	1007
15815	4028	1007
15816	4028	1007
15817	4028	1007
15818	4028	1007
15819	4028	1007
15820	4028	1007
15821	4028	1007
15822	4028	1007
15823	4028	1007
15824	4028	1007
15825	4028	1007
15826	4028	1007
15827	4028	1007
15828	4028	1007
15829	4028	1007
15830	4028	1007
15831	4028	1007
15832	4028	1007
15833	4028	1007
15834	4028	1007
15835	4028	1007
15836	4028	1007
15837	4028	1007
15838	4028	1007
15839	4028	1007
15840	4028	1007
15841	4028	1007
15842	4028	1007
15843	4028	1007
15844	4028	1007
15845	4028	1007
15846	4029	1007
15847	4029	1007
15848	4029	1007
15849	4029	1007
15850	4029	1007
15851	4029	1007
15852	4029	1007
15853	4029	1007
15854	4029	1007
15855	4029	1007
15856	4029	1007
15857	4029	1007
15858	4029	1007
15859	4029	1007
15860	4029	1007
15861	4029	1007
15862	4029	1007
15863	4029	1007
15864	4029	1007
15865	4029	1007
15866	4029	1007
15867	4029	1007
15868	4029	1007
15869	4029	1007
15870	4029	1007
15871	4029	1007
15872	4029	1007
15873	4029	1007
15874	4029	1007
15875	4029	1007
15876	4029	1007
15877	4029	1007
15878	4029	1007
15879	4029	1007
15880	4029	1007
15881	4029	1007
15882	4029	1007
15883	4029	1007
15884	4029	1007
15885	4029	1007
15886	4029	1007
15887	4029	1007
15888	4029	1007
15889	4029	1007
15890	4029	1007
15891	4029	1007
15892	4029	1007
15893	4029	1007
15894	4029	1007
15895	4029	1007
15896	4029	1007
15897	4029	1007
15898	4029	1007
15899	4029	1007
15900	4029	1007
15901	4029	1007
15902	4029	1007
15903	4029	1007
15904	4029	1007
15905	4029	1007
15906	4029	1007
15907	4029	1007
15908	4029	1007
15909	4029	1007
15910	4029	1007
15911	4029	1007
15912	4029	1007
15913	4030	1008
15914	4030	1008
15915	4030	1008
15916	4030	1008
15917	4030	1008
15918	4030	1008
15919	4030	1008
15920	4030	1008
15921	4030	1008
15922	4030	1008
15923	4030	1008
15924	4030	1008
15925	4030	1008
15926	4030	1008
15927	4030	1008
15928	4030	1008
15929	4030	1008
15930	4030	1008
15931	4030	1008
15932	4030	1008
15933	4030	1008
15934	4030	1008
15935	4030	1008
15936	4030	1008
15937	4030	1008
15938	4030	1008
15939	4030	1008
15940	4030	1008
15941	4030	1008
15942	4030	1008
15943	4030	1008
15944	4030	1008
15945	4030	1008
15946	4030	1008
15947	4030	1008
15948	4030	1008
15949	4030	1008
15950	4030	1008
15951	4030	1008
15952	4030	1008
15953	4030	1008
15954	4030	1008
15955	4030	1008
15956	4030	1008
15957	4030	1008
15958	4030	1008
15959	4030	1008
15960	4030	1008
15961	4030	1008
15962	4030	1008
15963	4030	1008
15964	4030	1008
15965	4030	1008
15966	4030	1008
15967	4030	1008
15968	4030	1008
15969	4030	1008
15970	4030	1008
15971	4030	1008
15972	4030	1008
15973	4030	1008
15974	4030	1008
15975	4030	1008
15976	4030	1008
15977	4030	1008
15978	4030	1008
15979	4030	1008
15980	4031	1008
15981	4031	1008
15982	4031	1008
15983	4031	1008
15984	4031	1008
15985	4031	1008
15986	4031	1008
15987	4031	1008
15988	4031	1008
15989	4031	1008
15990	4031	1008
15991	4031	1008
15992	4031	1008
15993	4031	1008
15994	4031	1008
15995	4031	1008
15996	4031	1008
15997	4031	1008
15998	4031	1008
15999	4031	1008
16000	4031	1008
16001	4031	1008
16002	4031	1008
16003	4031	1008
16004	4031	1008
16005	4031	1008
16006	4031	1008
16007	4031	1008
16008	4031	1008
16009	4031	1008
16010	4031	1008
16011	4031	1008
16012	4031	1008
16013	4031	1008
16014	4031	1008
16015	4031	1008
16016	4031	1008
16017	4031	1008
16018	4031	1008
16019	4031	1008
16020	4031	1008
16021	4031	1008
16022	4031	1008
16023	4031	1008
16024	4031	1008
16025	4031	1008
16026	4031	1008
16027	4031	1008
16028	4031	1008
16029	4031	1008
16030	4031	1008
16031	4031	1008
16032	4031	1008
16033	4031	1008
16034	4031	1008
16035	4031	1008
16036	4031	1008
16037	4031	1008
16038	4031	1008
16039	4031	1008
16040	4031	1008
16041	4031	1008
16042	4031	1008
16043	4031	1008
16044	4031	1008
16045	4031	1008
16046	4031	1008
16047	4031	1008
16048	4031	1008
16049	4031	1008
16050	4031	1008
16051	4031	1008
16052	4031	1008
16053	4031	1008
16054	4031	1008
16055	4031	1008
16056	4031	1008
16057	4031	1008
16058	4031	1008
16059	4031	1008
16060	4031	1008
16061	4031	1008
16062	4031	1008
16063	4031	1008
16064	4031	1008
16065	4031	1008
16066	4031	1008
16067	4031	1008
16068	4031	1008
16069	4031	1008
16070	4031	1008
16071	4031	1008
16072	4031	1008
16073	4031	1008
16074	4031	1008
16075	4031	1008
16076	4031	1008
16077	4031	1008
16078	4031	1008
16079	4031	1008
16080	4031	1008
16081	4031	1008
16082	4031	1008
16083	4031	1008
16084	4031	1008
16085	4031	1008
16086	4031	1008
16087	4031	1008
16088	4031	1008
16089	4031	1008
16090	4031	1008
16091	4031	1008
16092	4031	1008
16093	4031	1008
16094	4031	1008
16095	4031	1008
16096	4031	1008
16097	4031	1008
16098	4031	1008
16099	4031	1008
16100	4031	1008
16101	4031	1008
16102	4031	1008
16103	4031	1008
16104	4031	1008
16105	4031	1008
16106	4031	1008
16107	4031	1008
16108	4031	1008
16109	4031	1008
16110	4031	1008
16111	4031	1008
16112	4031	1008
16113	4031	1008
16114	4031	1008
16115	4031	1008
16116	4031	1008
16117	4031	1008
16118	4031	1008
16119	4031	1008
16120	4031	1008
16121	4031	1008
16122	4031	1008
16123	4031	1008
16124	4031	1008
16125	4031	1008
16126	4031	1008
16127	4031	1008
16128	4031	1008
16129	4031	1008
16130	4031	1008
16131	4031	1008
16132	4031	1008
16133	4031	1008
16134	4031	1008
16135	4031	1008
16136	4031	1008
16137	4031	1008
16138	4031	1008
16139	4031	1008
16140	4031	1008
16141	4031	1008
16142	4032	1008
16143	4032	1008
16144	4032	1008
16145	4032	1008
16146	4032	1008
16147	4032	1008
16148	4032	1008
16149	4032	1008
16150	4032	1008
16151	4032	1008
16152	4032	1008
16153	4032	1008
16154	4032	1008
16155	4032	1008
16156	4032	1008
16157	4032	1008
16158	4032	1008
16159	4032	1008
16160	4032	1008
16161	4032	1008
16162	4032	1008
16163	4032	1008
16164	4032	1008
16165	4032	1008
16166	4032	1008
16167	4032	1008
16168	4032	1008
16169	4032	1008
16170	4032	1008
16171	4032	1008
16172	4032	1008
16173	4032	1008
16174	4032	1008
16175	4032	1008
16176	4032	1008
16177	4032	1008
16178	4032	1008
16179	4032	1008
16180	4032	1008
16181	4032	1008
16182	4032	1008
16183	4032	1008
16184	4032	1008
16185	4032	1008
16186	4032	1008
16187	4032	1008
16188	4032	1008
16189	4032	1008
16190	4032	1008
16191	4032	1008
16192	4032	1008
16193	4032	1008
16194	4032	1008
16195	4032	1008
16196	4032	1008
16197	4032	1008
16198	4032	1008
16199	4032	1008
16200	4032	1008
16201	4032	1008
16202	4032	1008
16203	4032	1008
16204	4032	1008
16205	4032	1008
16206	4032	1008
16207	4032	1008
16208	4032	1008
16209	4032	1008
16210	4032	1008
16211	4032	1008
16212	4032	1008
16213	4032	1008
16214	4032	1008
16215	4032	1008
16216	4032	1008
16217	4032	1008
16218	4032	1008
16219	4032	1008
16220	4032	1008
16221	4032	1008
16222	4032	1008
16223	4032	1008
16224	4032	1008
16225	4032	1008
16226	4032	1008
16227	4032	1008
16228	4032	1008
16229	4032	1008
16230	4032	1008
16231	4032	1008
16232	4032	1008
16233	4032	1008
16234	4032	1008
16235	4032	1008
16236	4032	1008
16237	4032	1008
16238	4032	1008
16239	4032	1008
16240	4032	1008
16241	4032	1008
16242	4032	1008
16243	4032	1008
16244	4032	1008
16245	4032	1008
16246	4032	1008
16247	4032	1008
16248	4032	1008
16249	4032	1008
16250	4032	1008
16251	4032	1008
16252	4032	1008
16253	4032	1008
16254	4032	1008
16255	4032	1008
16256	4032	1008
16257	4032	1008
16258	4032	1008
16259	4032	1008
16260	4032	1008
16261	4032	1008
16262	4032	1008
16263	4032	1008
16264	4032	1008
16265	4032	1008
16266	4032	1008
16267	4032	1008
16268	4032	1008
16269	4032	1008
16270	4032	1008
16271	4032	1008
16272	4032	1008
16273	4032	1008
16274	4032	1008
16275	4032	1008
16276	4032	1008
16277	4032	1008
16278	4032	1008
16279	4032	1008
16280	4032	1008
16281	4032	1008
16282	4032	1008
16283	4032	1008
16284	4032	1008
16285	4032	1008
16286	4032	1008
16287	4032	1008
16288	4032	1008
16289	4032	1008
16290	4032	1008
16291	4032	1008
16292	4032	1008
16293	4032	1008
16294	4032	1008
16295	4032	1008
16296	4032	1008
16297	4032	1008
16298	4032	1008
16299	4032	1008
16300	4032	1008
16301	4032	1008
16302	4032	1008
16303	4033	1008
16304	4033	1008
16305	4033	1008
16306	4033	1008
16307	4033	1008
16308	4033	1008
16309	4033	1008
16310	4033	1008
16311	4033	1008
16312	4033	1008
16313	4033	1008
16314	4033	1008
16315	4033	1008
16316	4033	1008
16317	4033	1008
16318	4033	1008
16319	4033	1008
16320	4033	1008
16321	4033	1008
16322	4033	1008
16323	4033	1008
16324	4033	1008
16325	4033	1008
16326	4033	1008
16327	4033	1008
16328	4033	1008
16329	4033	1008
16330	4033	1008
16331	4033	1008
16332	4033	1008
16333	4033	1008
16334	4033	1008
16335	4033	1008
16336	4033	1008
16337	4033	1008
16338	4033	1008
16339	4033	1008
16340	4033	1008
16341	4033	1008
16342	4033	1008
16343	4033	1008
16344	4033	1008
16345	4033	1008
16346	4033	1008
16347	4033	1008
16348	4033	1008
16349	4033	1008
16350	4033	1008
16351	4033	1008
16352	4033	1008
16353	4033	1008
16354	4033	1008
16355	4033	1008
16356	4033	1008
16357	4033	1008
16358	4033	1008
16359	4033	1008
16360	4033	1008
16361	4033	1008
16362	4033	1008
16363	4033	1008
16364	4033	1008
16365	4033	1008
16366	4033	1008
16367	4033	1008
16368	4033	1008
16369	4033	1008
16370	4033	1008
16371	4033	1008
16372	4033	1008
16373	4033	1008
16374	4033	1008
16375	4033	1008
16376	4033	1008
16377	4033	1008
16378	4033	1008
16379	4033	1008
16380	4033	1008
16381	4033	1008
16382	4033	1008
16383	4033	1008
16384	4033	1008
16385	4033	1008
16386	4033	1008
16387	4033	1008
16388	4033	1008
16389	4033	1008
16390	4033	1008
16391	4033	1008
16392	4033	1008
16393	4033	1008
16394	4033	1008
16395	4033	1008
16396	4033	1008
16397	4033	1008
16398	4033	1008
16399	4033	1008
16400	4033	1008
16401	4033	1008
16402	4033	1008
16403	4033	1008
16404	4033	1008
16405	4033	1008
16406	4033	1008
16407	4033	1008
16408	4033	1008
16409	4033	1008
16410	4033	1008
16411	4033	1008
16412	4033	1008
16413	4033	1008
16414	4033	1008
16415	4033	1008
16416	4033	1008
16417	4033	1008
16418	4033	1008
16419	4033	1008
16420	4033	1008
16421	4033	1008
16422	4033	1008
16423	4033	1008
16424	4033	1008
16425	4033	1008
16426	4033	1008
16427	4033	1008
16428	4033	1008
16429	4033	1008
16430	4033	1008
16431	4033	1008
16432	4033	1008
16433	4033	1008
16434	4033	1008
16435	4033	1008
16436	4033	1008
16437	4033	1008
16438	4033	1008
16439	4033	1008
16440	4033	1008
16441	4033	1008
16442	4033	1008
16443	4033	1008
16444	4033	1008
16445	4033	1008
16446	4033	1008
16447	4033	1008
16448	4033	1008
16449	4033	1008
16450	4033	1008
16451	4033	1008
16452	4033	1008
16453	4033	1008
16454	4033	1008
16455	4033	1008
16456	4033	1008
16457	4033	1008
16458	4033	1008
16459	4033	1008
16460	4033	1008
16461	4033	1008
16462	4033	1008
16463	4033	1008
16464	4033	1008
16465	4034	1009
16466	4034	1009
16467	4034	1009
16468	4034	1009
16469	4034	1009
16470	4034	1009
16471	4034	1009
16472	4034	1009
16473	4034	1009
16474	4034	1009
16475	4034	1009
16476	4034	1009
16477	4034	1009
16478	4034	1009
16479	4034	1009
16480	4034	1009
16481	4034	1009
16482	4034	1009
16483	4034	1009
16484	4034	1009
16485	4034	1009
16486	4034	1009
16487	4034	1009
16488	4034	1009
16489	4034	1009
16490	4034	1009
16491	4034	1009
16492	4034	1009
16493	4034	1009
16494	4034	1009
16495	4034	1009
16496	4034	1009
16497	4034	1009
16498	4034	1009
16499	4034	1009
16500	4034	1009
16501	4034	1009
16502	4034	1009
16503	4034	1009
16504	4034	1009
16505	4034	1009
16506	4034	1009
16507	4034	1009
16508	4034	1009
16509	4034	1009
16510	4034	1009
16511	4034	1009
16512	4034	1009
16513	4034	1009
16514	4034	1009
16515	4034	1009
16516	4034	1009
16517	4034	1009
16518	4034	1009
16519	4034	1009
16520	4034	1009
16521	4034	1009
16522	4034	1009
16523	4034	1009
16524	4034	1009
16525	4034	1009
16526	4034	1009
16527	4034	1009
16528	4034	1009
16529	4034	1009
16530	4034	1009
16531	4034	1009
16532	4034	1009
16533	4034	1009
16534	4034	1009
16535	4034	1009
16536	4034	1009
16537	4034	1009
16538	4034	1009
16539	4034	1009
16540	4034	1009
16541	4034	1009
16542	4034	1009
16543	4034	1009
16544	4034	1009
16545	4034	1009
16546	4034	1009
16547	4034	1009
16548	4034	1009
16549	4034	1009
16550	4034	1009
16551	4034	1009
16552	4034	1009
16553	4034	1009
16554	4034	1009
16555	4034	1009
16556	4034	1009
16557	4034	1009
16558	4034	1009
16559	4034	1009
16560	4034	1009
16561	4034	1009
16562	4034	1009
16563	4034	1009
16564	4034	1009
16565	4034	1009
16566	4034	1009
16567	4034	1009
16568	4034	1009
16569	4034	1009
16570	4034	1009
16571	4034	1009
16572	4034	1009
16573	4034	1009
16574	4034	1009
16575	4034	1009
16576	4034	1009
16577	4034	1009
16578	4034	1009
16579	4034	1009
16580	4034	1009
16581	4034	1009
16582	4034	1009
16583	4034	1009
16584	4034	1009
16585	4034	1009
16586	4034	1009
16587	4034	1009
16588	4034	1009
16589	4034	1009
16590	4034	1009
16591	4034	1009
16592	4034	1009
16593	4034	1009
16594	4034	1009
16595	4034	1009
16596	4034	1009
16597	4034	1009
16598	4034	1009
16599	4034	1009
16600	4034	1009
16601	4034	1009
16602	4034	1009
16603	4034	1009
16604	4034	1009
16605	4034	1009
16606	4034	1009
16607	4034	1009
16608	4034	1009
16609	4034	1009
16610	4034	1009
16611	4034	1009
16612	4034	1009
16613	4034	1009
16614	4034	1009
16615	4034	1009
16616	4034	1009
16617	4034	1009
16618	4034	1009
16619	4034	1009
16620	4034	1009
16621	4034	1009
16622	4034	1009
16623	4034	1009
16624	4034	1009
16625	4034	1009
16626	4035	1009
16627	4035	1009
16628	4035	1009
16629	4035	1009
16630	4035	1009
16631	4035	1009
16632	4035	1009
16633	4035	1009
16634	4035	1009
16635	4035	1009
16636	4035	1009
16637	4035	1009
16638	4035	1009
16639	4035	1009
16640	4035	1009
16641	4035	1009
16642	4035	1009
16643	4035	1009
16644	4035	1009
16645	4035	1009
16646	4035	1009
16647	4035	1009
16648	4035	1009
16649	4035	1009
16650	4035	1009
16651	4035	1009
16652	4035	1009
16653	4035	1009
16654	4035	1009
16655	4035	1009
16656	4035	1009
16657	4035	1009
16658	4036	1009
16659	4036	1009
16660	4036	1009
16661	4036	1009
16662	4036	1009
16663	4036	1009
16664	4036	1009
16665	4036	1009
16666	4036	1009
16667	4036	1009
16668	4036	1009
16669	4036	1009
16670	4036	1009
16671	4036	1009
16672	4036	1009
16673	4036	1009
16674	4036	1009
16675	4036	1009
16676	4036	1009
16677	4036	1009
16678	4036	1009
16679	4036	1009
16680	4036	1009
16681	4036	1009
16682	4036	1009
16683	4036	1009
16684	4036	1009
16685	4036	1009
16686	4036	1009
16687	4036	1009
16688	4036	1009
16689	4036	1009
16690	4037	1009
16691	4037	1009
16692	4037	1009
16693	4037	1009
16694	4037	1009
16695	4037	1009
16696	4037	1009
16697	4037	1009
16698	4037	1009
16699	4037	1009
16700	4037	1009
16701	4037	1009
16702	4037	1009
16703	4037	1009
16704	4037	1009
16705	4037	1009
16706	4037	1009
16707	4037	1009
16708	4037	1009
16709	4037	1009
16710	4037	1009
16711	4037	1009
16712	4037	1009
16713	4037	1009
16714	4037	1009
16715	4037	1009
16716	4037	1009
16717	4037	1009
16718	4037	1009
16719	4037	1009
16720	4037	1009
16721	4038	1010
16722	4038	1010
16723	4038	1010
16724	4038	1010
16725	4038	1010
16726	4038	1010
16727	4038	1010
16728	4038	1010
16729	4038	1010
16730	4038	1010
16731	4038	1010
16732	4038	1010
16733	4038	1010
16734	4038	1010
16735	4038	1010
16736	4038	1010
16737	4038	1010
16738	4038	1010
16739	4038	1010
16740	4038	1010
16741	4038	1010
16742	4038	1010
16743	4038	1010
16744	4038	1010
16745	4038	1010
16746	4038	1010
16747	4038	1010
16748	4038	1010
16749	4038	1010
16750	4038	1010
16751	4038	1010
16752	4038	1010
16753	4039	1010
16754	4039	1010
16755	4039	1010
16756	4039	1010
16757	4039	1010
16758	4039	1010
16759	4039	1010
16760	4039	1010
16761	4039	1010
16762	4039	1010
16763	4039	1010
16764	4039	1010
16765	4039	1010
16766	4039	1010
16767	4039	1010
16768	4039	1010
16769	4039	1010
16770	4039	1010
16771	4039	1010
16772	4039	1010
16773	4039	1010
16774	4039	1010
16775	4039	1010
16776	4039	1010
16777	4039	1010
16778	4039	1010
16779	4039	1010
16780	4039	1010
16781	4039	1010
16782	4039	1010
16783	4039	1010
16784	4039	1010
16785	4040	1010
16786	4040	1010
16787	4040	1010
16788	4040	1010
16789	4040	1010
16790	4040	1010
16791	4040	1010
16792	4040	1010
16793	4040	1010
16794	4040	1010
16795	4040	1010
16796	4040	1010
16797	4040	1010
16798	4040	1010
16799	4040	1010
16800	4040	1010
16801	4040	1010
16802	4040	1010
16803	4040	1010
16804	4040	1010
16805	4040	1010
16806	4040	1010
16807	4040	1010
16808	4040	1010
16809	4040	1010
16810	4040	1010
16811	4040	1010
16812	4040	1010
16813	4040	1010
16814	4040	1010
16815	4040	1010
16816	4041	1010
16817	4041	1010
16818	4041	1010
16819	4041	1010
16820	4041	1010
16821	4041	1010
16822	4041	1010
16823	4041	1010
16824	4041	1010
16825	4041	1010
16826	4041	1010
16827	4041	1010
16828	4041	1010
16829	4041	1010
16830	4041	1010
16831	4041	1010
16832	4041	1010
16833	4041	1010
16834	4041	1010
16835	4041	1010
16836	4041	1010
16837	4041	1010
16838	4041	1010
16839	4041	1010
16840	4041	1010
16841	4041	1010
16842	4041	1010
16843	4041	1010
16844	4041	1010
16845	4041	1010
16846	4041	1010
16847	4041	1010
16848	4042	1011
16849	4042	1011
16850	4042	1011
16851	4042	1011
16852	4042	1011
16853	4042	1011
16854	4042	1011
16855	4042	1011
16856	4042	1011
16857	4042	1011
16858	4042	1011
16859	4042	1011
16860	4042	1011
16861	4042	1011
16862	4042	1011
16863	4042	1011
16864	4042	1011
16865	4042	1011
16866	4042	1011
16867	4042	1011
16868	4042	1011
16869	4042	1011
16870	4042	1011
16871	4042	1011
16872	4042	1011
16873	4042	1011
16874	4042	1011
16875	4042	1011
16876	4042	1011
16877	4042	1011
16878	4042	1011
16879	4043	1011
16880	4043	1011
16881	4043	1011
16882	4043	1011
16883	4043	1011
16884	4043	1011
16885	4043	1011
16886	4043	1011
16887	4043	1011
16888	4043	1011
16889	4043	1011
16890	4043	1011
16891	4043	1011
16892	4043	1011
16893	4043	1011
16894	4043	1011
16895	4043	1011
16896	4043	1011
16897	4043	1011
16898	4043	1011
16899	4043	1011
16900	4043	1011
16901	4043	1011
16902	4043	1011
16903	4043	1011
16904	4043	1011
16905	4043	1011
16906	4043	1011
16907	4043	1011
16908	4043	1011
16909	4043	1011
16910	4043	1011
16911	4044	1011
16912	4044	1011
16913	4044	1011
16914	4044	1011
16915	4044	1011
16916	4044	1011
16917	4044	1011
16918	4044	1011
16919	4044	1011
16920	4044	1011
16921	4044	1011
16922	4044	1011
16923	4044	1011
16924	4044	1011
16925	4044	1011
16926	4044	1011
16927	4044	1011
16928	4044	1011
16929	4044	1011
16930	4044	1011
16931	4044	1011
16932	4044	1011
16933	4044	1011
16934	4044	1011
16935	4044	1011
16936	4044	1011
16937	4044	1011
16938	4044	1011
16939	4044	1011
16940	4044	1011
16941	4044	1011
16942	4044	1011
16943	4045	1011
16944	4045	1011
16945	4045	1011
16946	4045	1011
16947	4045	1011
16948	4045	1011
16949	4045	1011
16950	4045	1011
16951	4045	1011
16952	4045	1011
16953	4045	1011
16954	4045	1011
16955	4045	1011
16956	4045	1011
16957	4045	1011
16958	4045	1011
16959	4045	1011
16960	4045	1011
16961	4045	1011
16962	4045	1011
16963	4045	1011
16964	4045	1011
16965	4045	1011
16966	4045	1011
16967	4045	1011
16968	4045	1011
16969	4045	1011
16970	4045	1011
16971	4045	1011
16972	4045	1011
16973	4045	1011
16974	4046	1012
16975	4046	1012
16976	4046	1012
16977	4046	1012
16978	4046	1012
16979	4046	1012
16980	4046	1012
16981	4046	1012
16982	4046	1012
16983	4046	1012
